gps_week,gps_time
2158,95593
2158,95594
2158,95595
2158,95596
2158,95597
2158,95598
2158,95599
2158,95600
2158,95601
2158,95602
2158,95603
2158,95604
2158,95605
2158,95606
2158,95607
2158,95608
2158,95609
2158,95610
2158,95611
2158,95612
2158,95613
2158,95614
2158,95615
2158,95616
2158,95617
2158,95618
2158,95619
2158,95620
2158,95621
2158,95622
2158,95623
2158,95624
2158,95625
2158,95626
2158,95627
2158,95628
2158,95629
2158,95630
2158,95631
2158,95632
2158,95633
2158,95634
2158,95635
2158,95636
2158,95637
2158,95638
2158,95639
2158,95640
2158,95641
2158,95642
2158,95643
2158,95644
2158,95645
2158,95646
2158,95647
2158,95648
2158,95649
2158,95650
2158,95651
2158,95653
2158,95654
2158,95655
2158,95656
2158,95657
2158,95659
2158,95660
2158,95661
2158,95662
2158,95663
2158,95665
2158,95666
2158,95667
2158,95668
2158,95669
2158,95670
2158,95671
2158,95672
2158,95673
2158,95674
2158,95675
2158,95677
2158,95678
2158,95679
2158,95680
2158,95681
2158,95682
2158,95683
2158,95684
2158,95685
2158,95686
2158,95687
2158,95688
2158,95689
2158,95690
2158,95691
2158,95692
2158,95693
2158,95694
2158,95695
2158,95696
2158,95697
2158,95698
2158,95698.9960000515
2158,95699.9960000515
2158,95700.9960000515
2158,95701.9960000515
2158,95702.9960000515
2158,95703.9960000515
2158,95704.9960000515
2158,95705.9960000515
2158,95706.9960000515
2158,95707.9960000515
2158,95708.9960000515
2158,95709.9960000515
2158,95710.9960000515
2158,95711.9960000515
2158,95712.9960000515
2158,95713.9960000515
2158,95714.9960000515
2158,95715.9960000515
2158,95716.9959988594
2158,95717.9959988594
2158,95718.9959988594
2158,95719.9959988594
2158,95720.9959988594
2158,95721.9959988594
2158,95722.9959988594
2158,95723.9959988594
2158,95724.9959988594
2158,95725.9959988594
2158,95726.9959988594
2158,95727.9959988594
2158,95728.9959988594
2158,95729.9959988594
2158,95730.9959988594
2158,95731.9959988594
2158,95732.9960000515
2158,95733.9960000515
2158,95734.9960000515
2158,95735.9960000515
2158,95736.9960000515
2158,95737.9960000515
2158,95738.9960000515
2158,95739.9960000515
2158,95740.9960000515
2158,95741.9960000515
2158,95742.9960000515
2158,95743.9960000515
2158,95744.9960000515
2158,95745.9960000515
2158,95746.9960000515
2158,95747.9960000515
2158,95748.9960000515
2158,95749.9960000515
2158,95750.9960000515
2158,95751.9960000515
2158,95752.9960000515
2158,95753.9960000515
2158,95754.9960000515
2158,95755.9960000515
2158,95756.9960000515
2158,95757.9960000515
2158,95758.9960000515
2158,95759.9960000515
2158,95760.9960000515
2158,95761.9960000515
2158,95762.9960000515
2158,95763.9960000515
2158,95764.9960000515
2158,95765.9960000515
2158,95766.9960000515
2158,95767.9960000515
2158,95768.9960000515
2158,95769.9960000515
2158,95770.9960000515
2158,95771.9960000515
2158,95772.9960000515
2158,95773.9960000515
2158,95774.9960000515
2158,95775.9960000515
2158,95776.9959988594
2158,95777.9959988594
2158,95779.9959988594
2158,95780.9959988594
2158,95781.9959988594
2158,95782.9959988594
2158,95783.9959988594
2158,95784.9959988594
2158,95785.9959988594
2158,95786.9959988594
2158,95787.9959988594
2158,95788.9959988594
2158,95789.9959988594
2158,95790.9959988594
2158,95791.9959988594
2158,95792.9960000515
2158,95793.9960000515
2158,95794.9960000515
2158,95795.9960000515
2158,95796.9960000515
2158,95797.9960000515
2158,95798.9960000515
2158,95799.9960000515
2158,95800.9960000515
2158,95801.9960000515
2158,95802.9960000515
2158,95803.9960000515
2158,95804.9960000515
2158,95805.9960000515
2158,95806.9960000515
2158,95807.9960000515
2158,95808.9960000515
2158,95809.9960000515
2158,95810.9960000515
2158,95811.9960000515
2158,95812.9960000515
2158,95813.9960000515
2158,95814.9960000515
2158,95815.9960000515
2158,95816.9960000515
2158,95817.9960000515
2158,95818.9960000515
2158,95819.9960000515
2158,95820.9960000515
2158,95821.9960000515
2158,95822.9960000515
2158,95823.9960000515
2158,95824.9960000515
2158,95825.9960000515
2158,95826.9960000515
2158,95827.9960000515
2158,95828.9960000515
2158,95829.9960000515
2158,95830.9960000515
2158,95831.9960000515
2158,95832.9960000515
2158,95833.9960000515
2158,95834.9960000515
2158,95835.9960000515
2158,95836.9959988594
2158,95837.9959988594
2158,95838.9959988594
2158,95839.9959988594
2158,95840.9959988594
2158,95841.9959988594
2158,95842.9959988594
2158,95843.9959988594
2158,95844.9959988594
2158,95845.9959988594
2158,95846.9959988594
2158,95847.9959988594
2158,95848.9959988594
2158,95849.9959988594
2158,95850.9959988594
2158,95851.9959988594
2158,95852.9960000515
2158,95853.9960000515
2158,95854.9960000515
2158,95855.9960000515
2158,95856.9960000515
2158,95857.9960000515
2158,95858.9960000515
2158,95859.9960000515
2158,95860.9960000515
2158,95861.9960000515
2158,95862.9960000515
2158,95863.9960000515
2158,95864.9960000515
2158,95865.9960000515
2158,95866.9969990253
2158,95867.9969990253
2158,95868.9969990253
2158,95869.9969990253
2158,95870.9969990253
2158,95871.9969990253
2158,95872.9969990253
2158,95873.9969990253
2158,95874.9969990253
2158,95875.9969990253
2158,95876.9969990253
2158,95877.9969990253
2158,95878.9969990253
